rank,team,solved,penalty,problems
,payment-coil-728,0,0,score_cell || score_cell || score_cell || score_cell
,pelvis-oppressor-81,0,0,score_cell || score_cell || score_cell || score_cell
,penalize-zestfully-829,0,0,score_cell || score_cell || score_cell || score_cell
,penholder-mocha-1615,0,0,score_cell || score_cell || score_cell || score_cell
,percolate-carbon-5,0,0,score_cell || score_cell || score_cell || score_cell
,percolate-only-1614,0,0,score_cell || score_cell || score_cell || score_cell
,perpetual-handcraft-906,0,0,score_cell || score_cell || score_cell || score_cell
,perplexed-spending-1463,0,0,score_cell || score_cell || score_cell || score_cell
,pesky-abiding-1472,0,0,score_cell || score_cell || score_cell || score_cell
,petition-concrete-1410,0,0,score_cell || score_cell || score_cell || score_cell
,phrase-fantasy-1529,0,0,score_cell || score_cell || score_cell || score_cell
,platinum-contently-76,0,0,score_cell || score_cell || score_cell || score_cell
,playable-cascade-459,0,0,score_cell || score_cell || score_cell || score_cell
,playable-gnarly-550,0,0,score_cell || score_cell || score_cell || score_cell
,playback-blurred-878,0,0,score_cell || score_cell || score_cell || score_cell
,playhouse-unheard-1585,0,0,score_cell || score_cell || score_cell || score_cell
,playroom-stuffy-714,0,0,score_cell || score_cell || score_cell || score_cell
,playtime-nickname-1122,0,0,score_cell || score_cell || score_cell || score_cell
,plow-reverse-1558,0,0,score_cell || score_cell || score_cell || score_cell
,plow-sloping-528,0,0,score_cell || score_cell || score_cell || score_cell
,pogo-tactical-609,0,0,score_cell || score_cell || score_cell || score_cell
,polar-surfer-1181,0,0,score_cell || score_cell || score_cell || score_cell
,polish-tinkling-1638,0,0,score_cell || score_cell || score_cell || score_cell
,polygraph-armband-624,0,0,score_cell || score_cell || score_cell || score_cell
,pope-census-287,0,0,score_cell || score_cell || score_cell || score_cell
,populace-slacking-158,0,0,score_cell || score_cell || score_cell || score_cell
,portside-underdone-217,0,0,score_cell || score_cell || score_cell || score_cell
,poser-drew-818,0,0,score_cell || score_cell || score_cell || score_cell
,poster-cod-555,0,0,score_cell || score_cell || score_cell || score_cell
,posture-sabotage-999,0,0,score_cell || score_cell || score_cell || score_cell
,postwar-crevice-1574,0,0,score_cell || score_cell || score_cell || score_cell
,powdering-transform-1307,0,0,score_cell || score_cell || score_cell || score_cell
,prankster-luminance-520,0,0,score_cell || score_cell || score_cell || score_cell
,precise-bonding-1020,0,0,score_cell || score_cell || score_cell || score_cell
,prefix-spinout-527,0,0,score_cell || score_cell || score_cell || score_cell
,premiere-designate-451,0,0,score_cell || score_cell || score_cell || score_cell
,preplan-amuser-1128,0,0,score_cell || score_cell || score_cell || score_cell
,preseason-hate-730,0,0,score_cell || score_cell || score_cell || score_cell
,preshow-harddisk-1005,0,0,score_cell || score_cell || score_cell || score_cell
,presuming-cardboard-264,0,0,score_cell || score_cell || score_cell || score_cell
,presuming-unlocked-458,0,0,score_cell || score_cell || score_cell || score_cell
,primal-simplify-230,0,0,score_cell || score_cell || score_cell || score_cell
,primer-nineteen-1412,0,0,score_cell || score_cell || score_cell || score_cell
,princess-nebulizer-104,0,0,score_cell || score_cell || score_cell || score_cell
,prison-stoning-1466,0,0,score_cell || score_cell || score_cell || score_cell
,privatize-emporium-1065,0,0,score_cell || score_cell || score_cell || score_cell
,probing-nappy-666,0,0,score_cell || score_cell || score_cell || score_cell
,process-swagger-436,0,0,score_cell || score_cell || score_cell || score_cell
,prodigy-external-786,0,0,score_cell || score_cell || score_cell || score_cell
,profanity-politely-1406,0,0,score_cell || score_cell || score_cell || score_cell
,profanity-racism-501,0,0,score_cell || score_cell || score_cell || score_cell
,promoter-parameter-654,0,0,score_cell || score_cell || score_cell || score_cell
,promoter-twig-996,0,0,score_cell || score_cell || score_cell || score_cell
,prompter-fretful-1198,0,0,score_cell || score_cell || score_cell || score_cell
,protract-camcorder-606,0,0,score_cell || score_cell || score_cell || score_cell
,protract-superglue-1376,0,0,score_cell || score_cell || score_cell || score_cell
,proud-unveiling-25,0,0,score_cell || score_cell || score_cell || score_cell
,proven-roundness-500,0,0,score_cell || score_cell || score_cell || score_cell
,psychic-derby-350,0,0,score_cell || score_cell || score_cell || score_cell
,pug-handcart-1012,0,0,score_cell || score_cell || score_cell || score_cell
,pumice-resort-1284,0,0,score_cell || score_cell || score_cell || score_cell
,punctual-outclass-1127,0,0,score_cell || score_cell || score_cell || score_cell
,punctured-caption-1650,0,0,score_cell || score_cell || score_cell || score_cell
,punisher-entering-566,0,0,score_cell || score_cell || score_cell || score_cell
,puppet-handlebar-1057,0,0,score_cell || score_cell || score_cell || score_cell
,pursuant-encounter-569,0,0,score_cell || score_cell || score_cell || score_cell
,putdown-filth-1359,0,0,score_cell || score_cell || score_cell || score_cell
,pyromania-unadvised-1,0,0,score_cell || score_cell || score_cell || score_cell
,quake-goofy-1111,0,0,score_cell || score_cell || score_cell || score_cell
,qualified-these-107,0,0,score_cell || score_cell || score_cell || score_cell
,quicksand-city-667,0,0,score_cell || score_cell || score_cell || score_cell
,quill-headache-1358,0,0,score_cell || score_cell || score_cell || score_cell
,quit-imperfect-468,0,0,score_cell || score_cell || score_cell || score_cell
,rack-cabana-893,0,0,score_cell || score_cell || score_cell || score_cell
,racoon-figure-1217,0,0,score_cell || score_cell || score_cell || score_cell
,radiation-badland-691,0,0,score_cell || score_cell || score_cell || score_cell
,raft-hurling-614,0,0,score_cell || score_cell || score_cell || score_cell
,raking-curtsy-1069,0,0,score_cell || score_cell || score_cell || score_cell
,ranking-septic-1397,0,0,score_cell || score_cell || score_cell || score_cell
,ransack-angular-266,0,0,score_cell || score_cell || score_cell || score_cell
,ranting-rebel-1644,0,0,score_cell || score_cell || score_cell || score_cell
,reach-smite-1243,0,0,score_cell || score_cell || score_cell || score_cell
,reaction-preface-1573,0,0,score_cell || score_cell || score_cell || score_cell
,reapply-overstuff-1357,0,0,score_cell || score_cell || score_cell || score_cell
,reawake-ladle-1595,0,0,score_cell || score_cell || score_cell || score_cell
,rebalance-chafe-1015,0,0,score_cell || score_cell || score_cell || score_cell
,rebalance-velvet-102,0,0,score_cell || score_cell || score_cell || score_cell
,rebuff-fence-490,0,0,score_cell || score_cell || score_cell || score_cell
,recede-blot-1338,0,0,score_cell || score_cell || score_cell || score_cell
,recede-fidgeting-788,0,0,score_cell || score_cell || score_cell || score_cell
,recipient-uncouth-553,0,0,score_cell || score_cell || score_cell || score_cell
,reclaim-limpness-1601,0,0,score_cell || score_cell || score_cell || score_cell
,recliner-partake-1033,0,0,score_cell || score_cell || score_cell || score_cell
,rectify-swinging-215,0,0,score_cell || score_cell || score_cell || score_cell
,reenter-stamp-303,0,0,score_cell || score_cell || score_cell || score_cell
,reentry-starving-1235,0,0,score_cell || score_cell || score_cell || score_cell
,refold-gangway-869,0,0,score_cell || score_cell || score_cell || score_cell
,reforest-correct-227,0,0,score_cell || score_cell || score_cell || score_cell
,reformist-freewill-1232,0,0,score_cell || score_cell || score_cell || score_cell
,refract-preformed-294,0,0,score_cell || score_cell || score_cell || score_cell
,refract-swiftness-12,0,0,score_cell || score_cell || score_cell || score_cell
,refurnish-endurance-623,0,0,score_cell || score_cell || score_cell || score_cell
,regalia-poser-706,0,0,score_cell || score_cell || score_cell || score_cell
,regime-spinning-47,0,0,score_cell || score_cell || score_cell || score_cell
,region-saffron-2,0,0,score_cell || score_cell || score_cell || score_cell
,regulate-borrower-252,0,0,score_cell || score_cell || score_cell || score_cell
,rejoice-economic-466,0,0,score_cell || score_cell || score_cell || score_cell
,rejoin-antics-631,0,0,score_cell || score_cell || score_cell || score_cell
,rejoin-fondness-1265,0,0,score_cell || score_cell || score_cell || score_cell
,relay-cardigan-1123,0,0,score_cell || score_cell || score_cell || score_cell
,relearn-pox-1431,0,0,score_cell || score_cell || score_cell || score_cell
,relieve-kitten-1533,0,0,score_cell || score_cell || score_cell || score_cell
,reminder-womanhood-289,0,0,score_cell || score_cell || score_cell || score_cell
,renderer-riches-7,0,0,score_cell || score_cell || score_cell || score_cell
,repacking-hatbox-444,0,0,score_cell || score_cell || score_cell || score_cell
,repacking-slam-1461,0,0,score_cell || score_cell || score_cell || score_cell
,repent-tackiness-139,0,0,score_cell || score_cell || score_cell || score_cell
,repent-throwback-854,0,0,score_cell || score_cell || score_cell || score_cell
,repent-trouble-1083,0,0,score_cell || score_cell || score_cell || score_cell
,replace-pelvis-134,0,0,score_cell || score_cell || score_cell || score_cell
,replay-species-1091,0,0,score_cell || score_cell || score_cell || score_cell
,reprise-hankering-1576,0,0,score_cell || score_cell || score_cell || score_cell
,reprocess-detail-195,0,0,score_cell || score_cell || score_cell || score_cell
,reroute-upbeat-255,0,0,score_cell || score_cell || score_cell || score_cell
,rerun-unheated-1064,0,0,score_cell || score_cell || score_cell || score_cell
,reseal-unclothed-1659,0,0,score_cell || score_cell || score_cell || score_cell
,reselect-sardine-1199,0,0,score_cell || score_cell || score_cell || score_cell
,reshoot-random-990,0,0,score_cell || score_cell || score_cell || score_cell
,reshuffle-bluish-1508,0,0,score_cell || score_cell || score_cell || score_cell
,resigned-backyard-781,0,0,score_cell || score_cell || score_cell || score_cell
,resilient-scarcity-817,0,0,score_cell || score_cell || score_cell || score_cell
,resize-overprice-464,0,0,score_cell || score_cell || score_cell || score_cell
,retainer-composure-1237,0,0,score_cell || score_cell || score_cell || score_cell
,retired-hardcover-370,0,0,score_cell || score_cell || score_cell || score_cell
,retired-sanded-1142,0,0,score_cell || score_cell || score_cell || score_cell
,retiree-dreamboat-1486,0,0,score_cell || score_cell || score_cell || score_cell
,retool-map-194,0,0,score_cell || score_cell || score_cell || score_cell
,retrace-straining-1623,0,0,score_cell || score_cell || score_cell || score_cell
,retrain-expose-327,0,0,score_cell || score_cell || score_cell || score_cell
,retrial-frame-903,0,0,score_cell || score_cell || score_cell || score_cell
,retrial-shaky-1378,0,0,score_cell || score_cell || score_cell || score_cell
,retriever-companion-1435,0,0,score_cell || score_cell || score_cell || score_cell
,retry-battered-1131,0,0,score_cell || score_cell || score_cell || score_cell
,retry-pry-1227,0,0,score_cell || score_cell || score_cell || score_cell
,retype-sagging-1133,0,0,score_cell || score_cell || score_cell || score_cell
,reunion-tried-53,0,0,score_cell || score_cell || score_cell || score_cell
,reunion-varying-1417,0,0,score_cell || score_cell || score_cell || score_cell
,reunite-sandblast-1234,0,0,score_cell || score_cell || score_cell || score_cell
,reverence-sycamore-1594,0,0,score_cell || score_cell || score_cell || score_cell
,reverse-transfer-633,0,0,score_cell || score_cell || score_cell || score_cell
,reversion-probing-1415,0,0,score_cell || score_cell || score_cell || score_cell
,revisable-reflector-1524,0,0,score_cell || score_cell || score_cell || score_cell
,revocable-navigate-1270,0,0,score_cell || score_cell || score_cell || score_cell
,revolt-refreeze-56,0,0,score_cell || score_cell || score_cell || score_cell
,rewash-untaken-1459,0,0,score_cell || score_cell || score_cell || score_cell
,rework-remission-1439,0,0,score_cell || score_cell || score_cell || score_cell
,rewrite-chef-1442,0,0,score_cell || score_cell || score_cell || score_cell
,ribcage-feminism-832,0,0,score_cell || score_cell || score_cell || score_cell
,ribcage-wildlife-130,0,0,score_cell || score_cell || score_cell || score_cell
,riddance-borough-1246,0,0,score_cell || score_cell || score_cell || score_cell
,ridden-national-1510,0,0,score_cell || score_cell || score_cell || score_cell
,rigging-grumble-506,0,0,score_cell || score_cell || score_cell || score_cell
,rimless-stubble-538,0,0,score_cell || score_cell || score_cell || score_cell
,rimmed-mummy-210,0,0,score_cell || score_cell || score_cell || score_cell
,rink-veal-1377,0,0,score_cell || score_cell || score_cell || score_cell
,ripeness-posh-752,0,0,score_cell || score_cell || score_cell || score_cell
,ripeness-starting-1121,0,0,score_cell || score_cell || score_cell || score_cell
,ripening-sliced-874,0,0,score_cell || score_cell || score_cell || score_cell
,ripple-mauve-995,0,0,score_cell || score_cell || score_cell || score_cell
,ripple-overtly-1185,0,0,score_cell || score_cell || score_cell || score_cell
,ritalin-corporal-1342,0,0,score_cell || score_cell || score_cell || score_cell
,ritalin-stank-621,0,0,score_cell || score_cell || score_cell || score_cell
,ritzy-mushroom-1003,0,0,score_cell || score_cell || score_cell || score_cell
,rival-aversion-267,0,0,score_cell || score_cell || score_cell || score_cell
,riveter-uplifting-1132,0,0,score_cell || score_cell || score_cell || score_cell
,roaming-reconvene-147,0,0,score_cell || score_cell || score_cell || score_cell
,robotics-dwindling-885,0,0,score_cell || score_cell || score_cell || score_cell
,rockband-shanty-416,0,0,score_cell || score_cell || score_cell || score_cell
,rocker-pointing-1043,0,0,score_cell || score_cell || score_cell || score_cell
,rockiness-previous-1462,0,0,score_cell || score_cell || score_cell || score_cell
,rocklike-jet-980,0,0,score_cell || score_cell || score_cell || score_cell
,rosy-cricket-539,0,0,score_cell || score_cell || score_cell || score_cell
,rotting-bacteria-766,0,0,score_cell || score_cell || score_cell || score_cell
,rotunda-retry-1134,0,0,score_cell || score_cell || score_cell || score_cell
,rounding-capsule-1340,0,0,score_cell || score_cell || score_cell || score_cell
,rounding-cobweb-271,0,0,score_cell || score_cell || score_cell || score_cell
,roundup-henchman-1271,0,0,score_cell || score_cell || score_cell || score_cell
,rover-culinary-966,0,0,score_cell || score_cell || score_cell || score_cell
,royal-moaner-1160,0,0,score_cell || score_cell || score_cell || score_cell
,ruined-multitask-334,0,0,score_cell || score_cell || score_cell || score_cell
,rural-labored-224,0,0,score_cell || score_cell || score_cell || score_cell
,saga-commodore-366,0,0,score_cell || score_cell || score_cell || score_cell
,said-replace-328,0,0,score_cell || score_cell || score_cell || score_cell
,saint-parsnip-141,0,0,score_cell || score_cell || score_cell || score_cell
,salad-definite-1102,0,0,score_cell || score_cell || score_cell || score_cell
,salad-occupy-998,0,0,score_cell || score_cell || score_cell || score_cell
,salad-similarly-1349,0,0,score_cell || score_cell || score_cell || score_cell
,saline-stagnant-313,0,0,score_cell || score_cell || score_cell || score_cell
,sanction-boondocks-573,0,0,score_cell || score_cell || score_cell || score_cell
,sandbag-antihero-933,0,0,score_cell || score_cell || score_cell || score_cell
,sandbank-onset-927,0,0,score_cell || score_cell || score_cell || score_cell
,sanded-banked-226,0,0,score_cell || score_cell || score_cell || score_cell
,sandlot-sarcastic-952,0,0,score_cell || score_cell || score_cell || score_cell
,sanitizer-hardcopy-599,0,0,score_cell || score_cell || score_cell || score_cell
,sarcastic-wikipedia-156,0,0,score_cell || score_cell || score_cell || score_cell
,sash-stammer-483,0,0,score_cell || score_cell || score_cell || score_cell
,satirical-rambling-824,0,0,score_cell || score_cell || score_cell || score_cell
,saucy-dean-1241,0,0,score_cell || score_cell || score_cell || score_cell
,sauna-pulmonary-1279,0,0,score_cell || score_cell || score_cell || score_cell
,savage-sprout-364,0,0,score_cell || score_cell || score_cell || score_cell
,savanna-doorway-1325,0,0,score_cell || score_cell || score_cell || score_cell
,saved-factual-494,0,0,score_cell || score_cell || score_cell || score_cell
,saved-makeover-1592,0,0,score_cell || score_cell || score_cell || score_cell
,say-perish-792,0,0,score_cell || score_cell || score_cell || score_cell
,scabbed-unequal-1460,0,0,score_cell || score_cell || score_cell || score_cell
,scabby-eats-1303,0,0,score_cell || score_cell || score_cell || score_cell
,scalding-operable-848,0,0,score_cell || score_cell || score_cell || score_cell
,scaling-outsider-1475,0,0,score_cell || score_cell || score_cell || score_cell
,scallop-surfer-1316,0,0,score_cell || score_cell || score_cell || score_cell
,scalping-follicle-685,0,0,score_cell || score_cell || score_cell || score_cell
,scary-snowbound-340,0,0,score_cell || score_cell || score_cell || score_cell
,scavenger-matching-373,0,0,score_cell || score_cell || score_cell || score_cell
,schematic-squeeze-1612,0,0,score_cell || score_cell || score_cell || score_cell
,scheming-prudishly-640,0,0,score_cell || score_cell || score_cell || score_cell
,schnapps-ship-262,0,0,score_cell || score_cell || score_cell || score_cell
,scone-google-265,0,0,score_cell || score_cell || score_cell || score_cell
,scorn-nest-957,0,0,score_cell || score_cell || score_cell || score_cell
,scoured-bleak-263,0,0,score_cell || score_cell || score_cell || score_cell
,scouts-mocha-821,0,0,score_cell || score_cell || score_cell || score_cell
,scouts-trio-581,0,0,score_cell || score_cell || score_cell || score_cell
,scrambled-bulb-808,0,0,score_cell || score_cell || score_cell || score_cell
,scrimmage-hubcap-1534,0,0,score_cell || score_cell || score_cell || score_cell
,scroll-trinity-1273,0,0,score_cell || score_cell || score_cell || score_cell
,scrooge-proton-1094,0,0,score_cell || score_cell || score_cell || score_cell
,scrutiny-sanded-1055,0,0,score_cell || score_cell || score_cell || score_cell
,scrutiny-scabbed-344,0,0,score_cell || score_cell || score_cell || score_cell
,secrecy-yin-1044,0,0,score_cell || score_cell || score_cell || score_cell
,securely-boxcar-592,0,0,score_cell || score_cell || score_cell || score_cell
,security-trapezoid-537,0,0,score_cell || score_cell || score_cell || score_cell
,sedan-squishy-1104,0,0,score_cell || score_cell || score_cell || score_cell
,sedative-estimate-784,0,0,score_cell || score_cell || score_cell || score_cell
,senior-obedience-1511,0,0,score_cell || score_cell || score_cell || score_cell
,sensitive-rebuttal-510,0,0,score_cell || score_cell || score_cell || score_cell
,sepia-power-374,0,0,score_cell || score_cell || score_cell || score_cell
,september-acronym-239,0,0,score_cell || score_cell || score_cell || score_cell
,septum-regretful-296,0,0,score_cell || score_cell || score_cell || score_cell
,sequester-unwanted-949,0,0,score_cell || score_cell || score_cell || score_cell
,serotonin-stallion-941,0,0,score_cell || score_cell || score_cell || score_cell
,serpent-provided-209,0,0,score_cell || score_cell || score_cell || score_cell
,settle-slab-1336,0,0,score_cell || score_cell || score_cell || score_cell
,setup-stuffing-1078,0,0,score_cell || score_cell || score_cell || score_cell
,shadow-cobbler-942,0,0,score_cell || score_cell || score_cell || score_cell
,shallow-unmoving-1335,0,0,score_cell || score_cell || score_cell || score_cell
,shaping-femur-1456,0,0,score_cell || score_cell || score_cell || score_cell
,shawl-nativity-1341,0,0,score_cell || score_cell || score_cell || score_cell
,shimmy-elude-1027,0,0,score_cell || score_cell || score_cell || score_cell
,shining-womanly-713,0,0,score_cell || score_cell || score_cell || score_cell
,ship-lemon-159,0,0,score_cell || score_cell || score_cell || score_cell
,shoplift-dodge-503,0,0,score_cell || score_cell || score_cell || score_cell
,shoptalk-petal-1374,0,0,score_cell || score_cell || score_cell || score_cell
,shortage-dotted-871,0,0,score_cell || score_cell || score_cell || score_cell
,shorter-cause-293,0,0,score_cell || score_cell || score_cell || score_cell
,shortly-skied-820,0,0,score_cell || score_cell || score_cell || score_cell
,shorty-reheat-392,0,0,score_cell || score_cell || score_cell || score_cell
,showplace-gentleman-670,0,0,score_cell || score_cell || score_cell || score_cell
,showroom-sterling-1372,0,0,score_cell || score_cell || score_cell || score_cell
,shriek-surface-1239,0,0,score_cell || score_cell || score_cell || score_cell
,shrimp-mutilator-846,0,0,score_cell || score_cell || score_cell || score_cell
,shrug-huddle-1321,0,0,score_cell || score_cell || score_cell || score_cell
,shrunk-paramount-726,0,0,score_cell || score_cell || score_cell || score_cell
,shrunk-unguarded-1205,0,0,score_cell || score_cell || score_cell || score_cell
,shush-diffusive-1090,0,0,score_cell || score_cell || score_cell || score_cell
,siamese-arrival-924,0,0,score_cell || score_cell || score_cell || score_cell
,simple-deluge-325,0,0,score_cell || score_cell || score_cell || score_cell
,sip-sweep-304,0,0,score_cell || score_cell || score_cell || score_cell
,sizably-huddling-48,0,0,score_cell || score_cell || score_cell || score_cell
,sizably-scrutiny-849,0,0,score_cell || score_cell || score_cell || score_cell
,sizzle-apprehend-826,0,0,score_cell || score_cell || score_cell || score_cell
,skiing-boney-1296,0,0,score_cell || score_cell || score_cell || score_cell
,skintight-serrated-307,0,0,score_cell || score_cell || score_cell || score_cell
,slackness-coach-884,0,0,score_cell || score_cell || score_cell || score_cell
,sled-quickly-244,0,0,score_cell || score_cell || score_cell || score_cell
,sliced-angelic-655,0,0,score_cell || score_cell || score_cell || score_cell
,slighting-parachute-959,0,0,score_cell || score_cell || score_cell || score_cell
,slinging-discount-414,0,0,score_cell || score_cell || score_cell || score_cell
,slingshot-huntress-197,0,0,score_cell || score_cell || score_cell || score_cell
,smartness-spore-245,0,0,score_cell || score_cell || score_cell || score_cell
,smile-vengeful-1262,0,0,score_cell || score_cell || score_cell || score_cell
,smite-reliant-1172,0,0,score_cell || score_cell || score_cell || score_cell
,smith-bleak-1649,0,0,score_cell || score_cell || score_cell || score_cell
,smoking-regroup-1203,0,0,score_cell || score_cell || score_cell || score_cell
,smooth-showpiece-954,0,0,score_cell || score_cell || score_cell || score_cell
,smudgy-proofs-259,0,0,score_cell || score_cell || score_cell || score_cell
,smudgy-puzzling-796,0,0,score_cell || score_cell || score_cell || score_cell
,smugly-grout-1544,0,0,score_cell || score_cell || score_cell || score_cell
,smugly-obstinate-867,0,0,score_cell || score_cell || score_cell || score_cell
,snazzy-duchess-164,0,0,score_cell || score_cell || score_cell || score_cell
,sneak-scoundrel-902,0,0,score_cell || score_cell || score_cell || score_cell
,sneeze-king-1062,0,0,score_cell || score_cell || score_cell || score_cell
,sneeze-unclip-1260,0,0,score_cell || score_cell || score_cell || score_cell
,snore-proofing-1025,0,0,score_cell || score_cell || score_cell || score_cell
,snowboard-rerun-548,0,0,score_cell || score_cell || score_cell || score_cell
,snowfall-augmented-1639,0,0,score_cell || score_cell || score_cell || score_cell
,snuff-labrador-1437,0,0,score_cell || score_cell || score_cell || score_cell
,snuff-unlivable-718,0,0,score_cell || score_cell || score_cell || score_cell
,species-swarm-1166,0,0,score_cell || score_cell || score_cell || score_cell
,spectrum-revenue-946,0,0,score_cell || score_cell || score_cell || score_cell
,speed-company-97,0,0,score_cell || score_cell || 1 try | score_cell || score_cell
,spelling-coronary-1143,0,0,score_cell || score_cell || score_cell || score_cell
,spelling-powdered-1095,0,0,score_cell || score_cell || score_cell || score_cell
,spender-refurbish-616,0,0,score_cell || score_cell || score_cell || score_cell
,spending-triangle-1114,0,0,score_cell || score_cell || score_cell || score_cell
,spinach-obedient-819,0,0,score_cell || score_cell || score_cell || score_cell
,spinach-paternal-401,0,0,score_cell || score_cell || score_cell || score_cell
,spinning-vegan-116,0,0,score_cell || score_cell || score_cell || score_cell
,spiny-anemia-652,0,0,score_cell || score_cell || score_cell || score_cell
,spiritual-upstream-1086,0,0,score_cell || score_cell || score_cell || score_cell
,splashing-paprika-498,0,0,score_cell || score_cell || score_cell || score_cell
,splendor-outboard-391,0,0,score_cell || score_cell || score_cell || score_cell
,sponge-prior-397,0,0,score_cell || score_cell || score_cell || score_cell
,spoon-rockfish-1293,0,0,score_cell || score_cell || score_cell || score_cell
,sporting-possible-1655,0,0,score_cell || score_cell || score_cell || score_cell
,sporting-rebound-853,0,0,score_cell || score_cell || score_cell || score_cell
,sports-bodacious-1034,0,0,score_cell || score_cell || score_cell || score_cell
,spotted-catwalk-593,0,0,score_cell || score_cell || score_cell || score_cell
,spotter-mandolin-1189,0,0,score_cell || score_cell || score_cell || score_cell
,spotty-certified-1153,0,0,score_cell || score_cell || score_cell || score_cell
,spouse-embattled-1653,0,0,score_cell || score_cell || score_cell || score_cell
,sprain-glacial-619,0,0,score_cell || score_cell || score_cell || score_cell
,sprawl-abreast-554,0,0,score_cell || score_cell || score_cell || score_cell
,spree-epilepsy-1421,0,0,score_cell || score_cell || score_cell || score_cell
,sprinkler-quicken-24,0,0,score_cell || score_cell || score_cell || score_cell
,sprinkler-splendor-1625,0,0,score_cell || score_cell || score_cell || score_cell
,spur-stamp-724,0,0,score_cell || score_cell || score_cell || score_cell
,squabble-saga-341,0,0,score_cell || score_cell || score_cell || score_cell
,squander-feast-1433,0,0,score_cell || score_cell || score_cell || score_cell
,squealer-harmful-356,0,0,score_cell || score_cell || score_cell || score_cell
,squealing-wish-743,0,0,score_cell || score_cell || score_cell || score_cell
,squeezing-foe-1627,0,0,score_cell || score_cell || score_cell || score_cell
,squeezing-unethical-835,0,0,score_cell || score_cell || score_cell || score_cell
,squirt-deviator-1632,0,0,score_cell || score_cell || score_cell || score_cell
,stability-starfish-1081,0,0,score_cell || score_cell || score_cell || score_cell
,stadium-brunette-1210,0,0,score_cell || score_cell || score_cell || score_cell
,stagnate-nastiness-1382,0,0,score_cell || score_cell || score_cell || score_cell
,stand-marshy-863,0,0,score_cell || score_cell || score_cell || score_cell
,stank-capably-1317,0,0,score_cell || score_cell || score_cell || score_cell
,stardom-gotten-899,0,0,score_cell || score_cell || score_cell || score_cell
,starfish-arousal-1541,0,0,score_cell || score_cell || score_cell || score_cell
,starving-dispersed-248,0,0,score_cell || score_cell || score_cell || score_cell
,statue-udder-1261,0,0,score_cell || score_cell || score_cell || score_cell
,statutory-kilobyte-409,0,0,score_cell || score_cell || score_cell || score_cell
,steep-unhook-673,0,0,score_cell || score_cell || score_cell || score_cell
,steerable-unexposed-393,0,0,score_cell || score_cell || score_cell || score_cell
,stench-venture-93,0,0,score_cell || score_cell || score_cell || score_cell
,step-muscular-149,0,0,score_cell || score_cell || score_cell || score_cell
,stereo-boxy-1490,0,0,score_cell || score_cell || score_cell || score_cell
,stereo-handling-357,0,0,score_cell || score_cell || score_cell || score_cell
,stimulus-vitally-1184,0,0,score_cell || score_cell || score_cell || score_cell
,stipend-boundless-1014,0,0,score_cell || score_cell || score_cell || score_cell
,stoppable-calamity-795,0,0,score_cell || score_cell || score_cell || score_cell
,storewide-tilt-1498,0,0,score_cell || score_cell || score_cell || score_cell
,stranger-hardwired-1037,0,0,score_cell || score_cell || score_cell || score_cell
,stranger-pellet-368,0,0,score_cell || score_cell || score_cell || score_cell
,strangle-culpable-895,0,0,score_cell || score_cell || score_cell || score_cell
,straw-slam-721,0,0,score_cell || score_cell || score_cell || score_cell
,streak-bok-916,0,0,score_cell || score_cell || score_cell || score_cell
,strep-tractor-1608,0,0,score_cell || score_cell || score_cell || score_cell
,stride-strewn-332,0,0,score_cell || score_cell || score_cell || score_cell
,strife-resisting-179,0,0,score_cell || score_cell || score_cell || score_cell
,stroller-renounce-620,0,0,score_cell || score_cell || score_cell || score_cell
,stuffed-crock-840,0,0,score_cell || score_cell || score_cell || score_cell
,stuffing-unvaried-993,0,0,score_cell || score_cell || score_cell || score_cell
,subgroup-shifter-1259,0,0,score_cell || score_cell || score_cell || score_cell
,submerge-theology-17,0,0,score_cell || score_cell || score_cell || score_cell
,subside-subpanel-1283,0,0,score_cell || score_cell || score_cell || score_cell
,subsystem-rebel-665,0,0,score_cell || score_cell || score_cell || score_cell
,suburb-keenness-1535,0,0,score_cell || score_cell || score_cell || score_cell
,subwoofer-dismiss-1364,0,0,score_cell || score_cell || score_cell || score_cell
,suffrage-drained-402,0,0,score_cell || score_cell || score_cell || score_cell
,sulfide-majorette-746,0,0,score_cell || score_cell || score_cell || score_cell
,sultry-gravy-551,0,0,score_cell || score_cell || score_cell || score_cell
,supernova-sepia-20,0,0,score_cell || score_cell || score_cell || score_cell
,supremacy-happening-446,0,0,score_cell || score_cell || score_cell || score_cell
,surcharge-directory-1092,0,0,score_cell || score_cell || score_cell || score_cell
,surfer-mounting-1156,0,0,score_cell || score_cell || score_cell || score_cell
,survive-anyway-1115,0,0,score_cell || score_cell || score_cell || score_cell
,survive-delirious-977,0,0,score_cell || score_cell || score_cell || score_cell
,swifter-wrinkly-18,0,0,score_cell || score_cell || score_cell || score_cell
,swiftness-ecologist-715,0,0,score_cell || score_cell || score_cell || score_cell
,swivel-goon-511,0,0,score_cell || score_cell || score_cell || score_cell
,swizzle-quintuple-1178,0,0,score_cell || score_cell || score_cell || score_cell
,swoop-humbling-176,0,0,score_cell || score_cell || score_cell || score_cell
,symphony-agency-768,0,0,score_cell || score_cell || score_cell || score_cell
,symphony-autopilot-323,0,0,score_cell || score_cell || score_cell || score_cell
,symptom-florist-935,0,0,score_cell || score_cell || score_cell || score_cell
,synapse-uncurled-716,0,0,score_cell || score_cell || score_cell || score_cell
